brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_size,cylinders,hp,fi_type,turbo,trans_type,trans_speed,ext_base_color,ext_color_type,int_base_color
Chevrolet,Suburban High Country,2021,23292.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Black,0,1,73500.0,6.2,8 CYLINDER,420.0,NA,NA,Automatic,10.0,Brown,Gloss,Black
Chevrolet,Suburban 1500 LTZ,2010,162671.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,0,1,12000.0,5.3,8 CYLINDER,320.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Land,Rover LR2 HSE,2010,100472.0,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,0,1,9975.0,3.2,STRAIGHT 6,230.0,NA,NA,Automatic,6.0,Gray,Gloss,Beige
Subaru,WRX Limited,2017,73120.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,1,1,19950.0,2.0,4 CYLINDER,268.0,NA,NA,Variable,7.0,White,Gloss,Black
Ford,Expedition Timberline,2022,23300.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Green,0,1,67500.0,3.5,V6,440.0,NA,NA,Automatic,10.0,Green,Gloss,Green
Honda,Clarity Plug-In Hybrid Base,2018,71000.0,Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,1,1,17500.0,1.5,4 CYLINDER,212.0,NA,NA,Automatic,8.0,Red,Gloss,Beige
RAM,3500 Laramie,2022,16648.0,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,0,0,70999.0,6.7,I6,310.0,DDI,Turbo,Automatic,6.0,Red,Gloss,Black
Chevrolet,Silverado 2500 LT,2011,240000.0,Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,0,1,18500.0,6.6,8 CYLINDER,335.0,NA,NA,Automatic,6.0,White,Gloss,Black
Lexus,RX 450h Base,2013,119755.0,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,0,1,19500.0,3.5,V6,295.0,NA,NA,Manual,6.0,Silver,Gloss,Black
Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000.0,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,0,1,19500.0,3.5,V6,302.0,NA,NA,Automatic,8.0,Silver,Gloss,Gray
BMW,X5 xDrive40i,2021,41000.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,0,1,50000.0,3.0,STRAIGHT 6,335.0,NA,NA,Automatic,8.0,White,Gloss,Black
Chevrolet,Camaro 2SS,2022,7458.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,0,1,47500.0,6.2,8 CYLINDER,455.0,NA,NA,Manual,6.0,Red,Gloss,Black
Jeep,Gladiator Sport S,2022,23000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,0,1,43000.0,3.6,V6,285.0,NA,NA,Automatic,8.0,Green,Gloss,Black
Land,Rover Discovery LSE,1998,149437.0,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,0,1,9995.0,4.0,8 CYLINDER,182.0,NA,NA,Automatic,8.0,Green,Gloss,Beige
Ford,F-250 XLT,2017,244000.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Red,Beige,0,1,35500.0,6.7,8 CYLINDER,440.0,NA,NA,Automatic,6.0,Red,Gloss,Beige
RAM,1500 Rebel,2019,46000.0,Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,0,1,37900.0,3.6,V6,305.0,NA,NA,Automatic,8.0,White,Gloss,Miscellaneous
Audi,Q5 S line Premium Plus,2022,13133.0,Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,0,0,42998.0,2.0,NA,310.0,TFSI,NA,Automatic,8.0,Silver,Gloss,Black
RAM,1500 SLT,2017,45000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,0,1,29999.0,5.7,8 CYLINDER,395.0,NA,NA,Automatic,8.0,Black,Gloss,Gray
Mazda,CX-30 Premium Package,2021,18385.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,0,1,29255.0,2.5,I4,310.0,GDI,NA,Automatic,6.0,Red,Metallic,White
BMW,840 Gran Coupe i xDrive,2020,25793.0,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,0,0,52999.0,3.0,I6,310.0,GDI,Turbo,Automatic,8.0,Black,Metallic,Black
Porsche,Boxster S,2005,44400.0,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,0,1,29800.0,3.2,FLAT 6,280.0,NA,NA,Manual,6.0,Silver,Gloss,Black
Chevrolet,Malibu Limited LT,2016,104000.0,Gasoline,2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,0,1,10500.0,2.5,4 CYLINDER,207.0,NA,NA,Automatic,6.0,Silver,Gloss,Gray
Cadillac,Escalade Premium Luxury,2023,600.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,103000.0,6.2,8 CYLINDER,420.0,NA,NA,Automatic,8.0,Black,Gloss,Black
MINI,Cooper S Base,2007,45000.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,0,1,7900.0,1.6,4 CYLINDER,172.0,NA,NA,Manual,6.0,Yellow,Gloss,Black
Jeep,Gladiator Mojave,2022,24500.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,0,1,64000.0,3.6,V6,285.0,NA,NA,Automatic,8.0,Blue,Gloss,Black
Buick,Encore GX Essence,2020,35569.0,Gasoline,1.3L I3 12V MPFI DOHC Turbo,Automatic CVT,Satin Steel Metallic,Ebony,0,0,21999.0,1.3,I3,310.0,MPFI,Turbo,AUTOMATIC CVT,7.0,Miscellaneous,Metallic,Ebony
Toyota,Highlander XLE,2020,35000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,0,1,36999.0,3.5,V6,295.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Acura,MDX Touring,2003,165000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,1,1,4000.0,3.5,V6,260.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Land,Rover Range Rover Sport SE MHEV,2021,15000.0,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,0,1,69000.0,3.0,STRAIGHT 6,355.0,NA,NA,Automatic,8.0,Black,Gloss,Black
BMW,535 i xDrive,2014,119750.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,0,1,15499.0,3.0,STRAIGHT 6,300.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Nissan,350Z Touring,2007,90000.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,M/T,White,Green,1,1,12000.0,3.5,V6,306.0,NA,NA,Manual,6.0,White,Gloss,Green
Ford,Transit Connect XLT,2015,112000.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,1,1,14500.0,2.5,4 CYLINDER,169.0,NA,NA,Automatic,8.0,White,Gloss,Black
Mercedes-Benz,SL-Class SL550 Roadster,2008,150000.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,0,1,16800.0,5.5,8 CYLINDER,382.0,NA,NA,Automatic,7.0,Black,Gloss,Beige
Porsche,911 Turbo S,2021,1912.0,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,0,1,240000.0,3.8,FLAT 6,640.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Hyundai,Sonata Sport 2.0T,2015,82900.0,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,1,1,13995.0,2.0,4 CYLINDER,245.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Audi,TT 1.8T,2004,79500.0,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,0,1,12000.0,1.8,4 CYLINDER,180.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Volvo,XC90 T6 Inscription,2019,60000.0,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,0,1,37000.0,2.0,4 CYLINDER,316.0,NA,NA,Automatic,8.0,White,Gloss,Black
RAM,1500 Big Horn,2021,41800.0,Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Black,0,1,44900.0,3.0,V6,260.0,NA,NA,Automatic,8.0,White,Gloss,Black
Chevrolet,Tahoe LT,2021,71536.0,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,0,1,49685.0,5.3,V8,310.0,GDI,NA,Automatic,10.0,Black,Gloss,Black
Ford,Explorer XLT,2014,127558.0,Gasoline,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Green,Charcoal Black,0,1,13715.0,3.5,V6,300.0,MPFI,NA,Automatic,6.0,Green,Gloss,Black
Chevrolet,Camaro 1SS,2017,39000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Yellow,Black,0,1,31500.0,6.2,8 CYLINDER,455.0,NA,NA,Automatic,8.0,Yellow,Gloss,Black
Ford,Bronco Big Bend Advanced,2023,11500.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,0,1,54490.0,2.7,V6,315.0,NA,NA,Automatic,10.0,Gray,Gloss,Black
Chrysler,Pacifica Launch Edition,2020,22200.0,Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,0,1,36800.0,3.6,V6,287.0,NA,NA,Automatic,9.0,Black,Gloss,Black
Lamborghini,Huracan LP580-2,2017,14586.0,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Blue Caelum,Nero Ade,0,0,209991.0,5.2,NA,310.0,NA,NA,Automatic,8.0,Blue,Gloss,Miscellaneous
RAM,1500 Rebel,2021,32000.0,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,0,1,50927.0,5.7,8 CYLINDER,395.0,NA,NA,Automatic,8.0,White,Gloss,Black
Toyota,86 Base,2020,14700.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,0,1,27350.0,2.0,4 CYLINDER,200.0,NA,NA,Automatic,8.0,White,Gloss,Black
BMW,X5 xDrive50i,2016,79995.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,0,1,23995.0,4.4,8 CYLINDER,445.0,NA,NA,Manual,6.0,Black,Gloss,Black
GMC,Yukon Denali,2018,76000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,44500.0,6.2,8 CYLINDER,420.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Honda,Accord EX-L,2014,62000.0,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,1,1,18987.0,2.4,4 CYLINDER,185.0,NA,NA,Variable,7.0,Gray,Gloss,Black
Maserati,Ghibli S Q4,2017,53500.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,0,1,28700.0,3.0,V6,404.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
BMW,435 i,2014,86500.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,0,1,20900.0,3.0,STRAIGHT 6,300.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Mercedes-Benz,GL-Class GL 450,2011,148000.0,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,1,1,9900.0,4.7,8 CYLINDER,335.0,NA,NA,Automatic,8.0,Black,Gloss,Black
GMC,Sierra 1500 SLE,2014,100080.0,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,0,1,22989.0,4.3,V6,285.0,NA,NA,Automatic,6.0,White,Gloss,Gray
Dodge,Challenger SRT Demon,2018,2620.0,Gasoline,808.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,0,0,155700.0,6.2,8 CYLINDER,808.0,NA,NA,Automatic,8.0,Black,Gloss,Black
BMW,X5 PHEV xDrive45e,2023,3099.0,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Black,0,1,74995.0,3.0,STRAIGHT 6,389.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Dodge,Durango R/T,2020,78000.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,1,1,29500.0,5.7,8 CYLINDER,360.0,NA,NA,Automatic,8.0,Black,Gloss,Red
Ferrari,488 Spider Base,2019,9005.0,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,–,0,0,319900.0,3.9,V8,310.0,GDI,Twin Turbo,Automatic,7.0,White,Gloss,Miscellaneous
Ford,Bronco Sport Big Bend,2022,16700.0,Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,0,1,31000.0,1.5,3 CYLINDER,181.0,NA,NA,Automatic,8.0,Blue,Gloss,Black
Honda,Civic LX,2015,51300.0,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,0,1,17500.0,1.8,4 CYLINDER,143.0,NA,NA,Manual,5.0,Black,Gloss,Black
Ford,Shelby GT350 Base,2018,8237.0,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,0,1,62900.0,5.2,8 CYLINDER,526.0,NA,NA,Manual,6.0,Gray,Gloss,Black
Volkswagen,Jetta S,2010,99000.0,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,1,1,6000.0,2.5,5 CYLINDER,170.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
Mazda,CX-5 Grand Touring,2021,62377.0,Gasoline,2.5L I4 16V,6-Speed Automatic,Jet Black Mica,Black,0,1,26288.0,2.5,I4,310.0,NA,NA,Automatic,6.0,Black,Gloss,Black
Jeep,Wrangler Rubicon,2009,130000.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,0,1,15500.0,3.8,V6,202.0,NA,NA,Manual,6.0,Black,Gloss,Gray
Ford,F-250 XLT,2016,94300.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,1,1,28999.0,6.2,8 CYLINDER,385.0,NA,NA,Automatic,6.0,Silver,Gloss,Gray
BMW,528 i,2016,82000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,1,1,16995.0,2.0,4 CYLINDER,240.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Kia,Rio S,2021,67686.0,Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,0,1,15700.0,1.6,4 CYLINDER,120.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Jeep,Wrangler Sport,1997,131000.0,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Gray,1,1,5500.0,4.0,STRAIGHT 6,181.0,NA,NA,Manual,5.0,Green,Gloss,Gray
Ferrari,GTC4Lusso T,2018,31000.0,Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,0,1,197499.0,3.9,8 CYLINDER,602.0,NA,NA,Automatic,8.0,White,Gloss,Red
BMW,X5 M50i,2021,28898.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,0,1,71000.0,4.4,8 CYLINDER,523.0,NA,NA,Automatic,8.0,Black,Gloss,Orange
Mazda,MX-5 Miata RF Club,2022,7250.0,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,0,1,35619.0,2.0,4 CYLINDER,181.0,NA,NA,Manual,6.0,Gray,Gloss,Black
Ford,F-250 XLT,2014,59459.0,Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Silver,1,1,40999.0,6.7,8 CYLINDER,400.0,NA,NA,Automatic,6.0,Black,Gloss,Silver
Jeep,Wrangler Sahara,2012,78000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Black,1,1,22000.0,3.6,V6,285.0,NA,NA,Automatic,5.0,Beige,Gloss,Black
RAM,1500 Laramie,2021,24213.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,0,1,46500.0,5.7,8 CYLINDER,395.0,NA,NA,Automatic,8.0,White,Gloss,Black
RAM,1500 Laramie,2020,21165.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,0,0,46105.0,5.7,V8,310.0,MPFI,NA,Automatic,8.0,White,Gloss,Black
GMC,Yukon Denali,2016,107750.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,0,1,35500.0,6.2,8 CYLINDER,420.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Ford,F-150 Lariat,2016,117000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,0,1,26500.0,3.5,V6,365.0,NA,NA,Automatic,8.0,White,Gloss,Black
Chevrolet,Corvette Base,2006,39132.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,0,1,35000.0,6.0,8 CYLINDER,400.0,NA,NA,Manual,6.0,Red,Gloss,Beige
BMW,Z4 2.5i,2004,94500.0,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,0,1,9000.0,2.5,STRAIGHT 6,184.0,NA,NA,Manual,5.0,Gray,Gloss,Black
Subaru,Crosstrek 2.0i Premium,2017,50011.0,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,1,1,21495.0,2.0,4 CYLINDER,148.0,NA,NA,Automatic,8.0,Red,Gloss,Beige
Lexus,GX 470 Base,2004,215000.0,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,1,1,7350.0,4.7,8 CYLINDER,235.0,NA,NA,Automatic,5.0,White,Gloss,Beige
RAM,1500 Laramie,2022,16616.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,0,0,45999.0,5.7,V8,310.0,MPFI,NA,Automatic,8.0,Black,Gloss,Black
Ford,F-150 XLT,2022,33818.0,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Agate Black Metallic,Black,0,1,46552.0,5.0,V8,310.0,PDI,NA,Automatic,8.0,Black,Metallic,Black
Jeep,Wagoneer Series III,2022,9099.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,0,1,68362.0,5.7,V8,310.0,MPFI,NA,Automatic,8.0,Red,Gloss,Black
Volkswagen,GTI Base,2008,95798.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,0,1,9850.0,2.0,4 CYLINDER,200.0,NA,NA,Manual,6.0,White,Gloss,Black
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,0,1,51700.0,5.5,8 CYLINDER,577.0,NA,NA,Automatic,7.0,Black,Gloss,White
Mazda,Mazda6 iSport VE,2008,106000.0,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,0,1,4300.0,2.3,4 CYLINDER,156.0,NA,NA,Automatic,5.0,Black,Gloss,Beige
Kia,Telluride EX X-Line,2023,10400.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Green,0,1,48000.0,3.8,V6,291.0,NA,NA,Automatic,8.0,Green,Gloss,Green
Chevrolet,Tahoe LT,2022,2894.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Beige,0,1,63900.0,5.3,8 CYLINDER,355.0,NA,NA,Automatic,10.0,Blue,Gloss,Beige
Dodge,Durango GT,2022,15592.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,0,1,39985.0,3.6,V6,300.0,MPFI,NA,Automatic,8.0,Black,Gloss,Black
Mercedes-Benz,AMG C 63 Base,2020,33548.0,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,0,1,57999.0,4.0,8 CYLINDER,469.0,NA,NA,Automatic,9.0,Silver,Gloss,Black
BMW,320 i xDrive,2016,185000.0,Gasoline,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,1,1,7500.0,2.0,4 CYLINDER,180.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
Porsche,Macan GTS,2023,6483.0,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Chalk,Black,0,0,96900.0,2.9,V6,300.0,GDI,Twin Turbo,Automatic,7.0,Miscellaneous,Gloss,Black
Honda,Pilot EX-L,2020,28886.0,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Gray,Gray,0,0,35645.0,3.5,V6,300.0,GDI,NA,Automatic,6.0,Gray,Gloss,Gray
Mercedes-Benz,GLE 350 Base,2020,26293.0,Gasoline,2.0 Liter Turbo,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,0,0,49998.0,2.0,NA,310.0,NA,Turbo,Automatic,8.0,White,Gloss,Miscellaneous
Chevrolet,Camaro 2SS,2017,62000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,0,1,34500.0,6.2,8 CYLINDER,455.0,NA,NA,Manual,6.0,Blue,Gloss,Black
Jaguar,XF 35t Prestige,2017,101453.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,1,1,18500.0,3.0,V6,340.0,NA,NA,Automatic,8.0,White,Gloss,Beige
RAM,3500 Laramie,2013,106385.0,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,1,1,42900.0,6.7,STRAIGHT 6,385.0,NA,NA,Automatic,6.0,White,Gloss,Black
BMW,335 is,2012,86629.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,0,1,20995.0,3.0,STRAIGHT 6,320.0,NA,NA,Automatic,7.0,White,Gloss,Red
Audi,S6 4.0T Premium Plus,2018,61258.0,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,0,1,49999.0,4.0,8 CYLINDER,450.0,NA,NA,Automatic,7.0,White,Gloss,Black
Chrysler,300 S,2014,121500.0,Gasoline,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,0,1,15999.0,5.7,8 CYLINDER,363.0,NA,NA,Automatic,5.0,Blue,Gloss,Black
GMC,Sierra 1500 AT4,2022,100.0,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,0,1,62499.0,3.0,STRAIGHT 6,277.0,NA,NA,Automatic,10.0,White,Gloss,Black
Chrysler,200 C,2015,170000.0,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,9-Speed A/T,Silver,Black,1,1,5995.0,3.6,V6,295.0,NA,NA,Automatic,9.0,Silver,Gloss,Black
Ford,F-150 XLT SuperCab,2010,232000.0,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,0,1,3000.0,4.6,8 CYLINDER,292.0,NA,NA,Automatic,8.0,Blue,Gloss,Gray
MINI,Cooper S Base,2006,95000.0,Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,–,0,1,12500.0,1.6,4 CYLINDER,168.0,NA,NA,Manual,6.0,Gray,Gloss,Miscellaneous
Toyota,Venza XLE,2013,103466.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,1,1,14200.0,3.5,V6,268.0,NA,NA,Automatic,8.0,White,Gloss,Gray
Toyota,Camry Hybrid Base,2011,133121.0,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,White,1,1,7900.0,2.4,4 CYLINDER,147.0,NA,NA,Automatic,8.0,White,Gloss,White
Chevrolet,Tahoe LT,2012,162731.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,0,1,14500.0,5.3,8 CYLINDER,320.0,NA,NA,Automatic,8.0,Brown,Gloss,Gray
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,0,0,37500.0,5.5,8 CYLINDER,577.0,NA,NA,Automatic,7.0,Silver,Gloss,Black
Ford,Shelby GT500 Base,2021,568.0,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Orange,Black,0,1,90788.0,5.2,8 CYLINDER,760.0,NA,NA,Automatic,7.0,Orange,Gloss,Black
Lexus,RX 300 4WD,1999,249083.0,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,1,1,3500.0,3.0,V6,220.0,NA,NA,Automatic,8.0,Red,Gloss,Beige
Porsche,Macan S,2015,80300.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,0,1,23999.0,3.0,V6,340.0,NA,NA,Automatic,7.0,Gray,Gloss,Beige
